18.05.2022 19:14,pomo,1
18.05.2022 19:15,eskimo ,2
18.05.2022 20:11,juan,2
18.05.2022 20:27,juan,3
18.05.2022 20:32,jaime,3
18.05.2022 20:34,espania,3
18.05.2022 20:36,final,3
